filename	barcode(s)
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E02_697130.hg19.seg.txt	TCGA-BH-A0B1-01A-12D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E02_697130.nocnv_hg18.seg.txt	TCGA-BH-A0B1-01A-12D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E03_697050.hg18.seg.txt	TCGA-AO-A0JD-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E03_697050.hg19.seg.txt	TCGA-AO-A0JD-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E03_697050.nocnv_hg18.seg.txt	TCGA-AO-A0JD-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E03_697050.nocnv_hg19.seg.txt	TCGA-AO-A0JD-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E04_697112.hg18.seg.txt	TCGA-B6-A0RG-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E04_697112.hg19.seg.txt	TCGA-B6-A0RG-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E04_697112.nocnv_hg18.seg.txt	TCGA-B6-A0RG-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E04_697112.nocnv_hg19.seg.txt	TCGA-B6-A0RG-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E08_697096.hg18.seg.txt	TCGA-BH-A0B3-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E08_697096.hg19.seg.txt	TCGA-BH-A0B3-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E08_697096.nocnv_hg18.seg.txt	TCGA-BH-A0B3-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E08_697096.nocnv_hg19.seg.txt	TCGA-BH-A0B3-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E09_697144.hg18.seg.txt	TCGA-AO-A0JE-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E09_697144.hg19.seg.txt	TCGA-AO-A0JE-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E09_697144.nocnv_hg18.seg.txt	TCGA-AO-A0JE-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E09_697144.nocnv_hg19.seg.txt	TCGA-AO-A0JE-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F07_697060.hg18.seg.txt	TCGA-BH-A0E0-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F07_697060.hg19.seg.txt	TCGA-BH-A0E0-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F07_697060.nocnv_hg18.seg.txt	TCGA-BH-A0E0-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F07_697060.nocnv_hg19.seg.txt	TCGA-BH-A0E0-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F10_697194.hg18.seg.txt	TCGA-BH-A0AW-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F10_697194.hg19.seg.txt	TCGA-BH-A0AW-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F10_697194.nocnv_hg18.seg.txt	TCGA-BH-A0AW-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F10_697194.nocnv_hg19.seg.txt	TCGA-BH-A0AW-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F11_697168.hg18.seg.txt	TCGA-B6-A0RE-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F11_697168.hg19.seg.txt	TCGA-B6-A0RE-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F11_697168.nocnv_hg18.seg.txt	TCGA-B6-A0RE-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_F11_697168.nocnv_hg19.seg.txt	TCGA-B6-A0RE-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G02_697016.hg18.seg.txt	TCGA-A2-A0CT-01A-31D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G02_697016.hg19.seg.txt	TCGA-A2-A0CT-01A-31D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G02_697016.nocnv_hg18.seg.txt	TCGA-A2-A0CT-01A-31D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G02_697016.nocnv_hg19.seg.txt	TCGA-A2-A0CT-01A-31D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G04_697204.hg18.seg.txt	TCGA-BH-A0GY-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G04_697204.hg19.seg.txt	TCGA-BH-A0GY-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G04_697204.nocnv_hg18.seg.txt	TCGA-BH-A0GY-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G04_697204.nocnv_hg19.seg.txt	TCGA-BH-A0GY-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G05_697094.hg18.seg.txt	TCGA-BH-A0B8-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G05_697094.hg19.seg.txt	TCGA-BH-A0B8-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G05_697094.nocnv_hg18.seg.txt	TCGA-BH-A0B8-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G06_697140.hg18.seg.txt	TCGA-BH-A0DK-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G06_697140.hg19.seg.txt	TCGA-BH-A0DK-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G06_697140.nocnv_hg18.seg.txt	TCGA-BH-A0DK-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G06_697140.nocnv_hg19.seg.txt	TCGA-BH-A0DK-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G07_697158.hg18.seg.txt	TCGA-BH-A0HX-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G07_697158.hg19.seg.txt	TCGA-BH-A0HX-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G07_697158.nocnv_hg18.seg.txt	TCGA-BH-A0HX-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G07_697158.nocnv_hg19.seg.txt	TCGA-BH-A0HX-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G09_697048.hg18.seg.txt	TCGA-BH-A0H0-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G09_697048.hg19.seg.txt	TCGA-BH-A0H0-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G09_697048.nocnv_hg18.seg.txt	TCGA-BH-A0H0-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G09_697048.nocnv_hg19.seg.txt	TCGA-BH-A0H0-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G10_697078.hg18.seg.txt	TCGA-A8-A08O-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G10_697078.hg19.seg.txt	TCGA-A8-A08O-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G10_697078.nocnv_hg18.seg.txt	TCGA-A8-A08O-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G10_697078.nocnv_hg19.seg.txt	TCGA-A8-A08O-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G12_697192.hg18.seg.txt	TCGA-AO-A0JA-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G12_697192.hg19.seg.txt	TCGA-AO-A0JA-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G12_697192.nocnv_hg18.seg.txt	TCGA-AO-A0JA-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G12_697192.nocnv_hg19.seg.txt	TCGA-AO-A0JA-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H02_697030.hg18.seg.txt	TCGA-A8-A0AD-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H02_697030.hg19.seg.txt	TCGA-A8-A0AD-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H02_697030.nocnv_hg18.seg.txt	TCGA-A8-A0AD-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H02_697030.nocnv_hg19.seg.txt	TCGA-A8-A0AD-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H03_697088.hg18.seg.txt	TCGA-AO-A0JB-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H03_697088.hg19.seg.txt	TCGA-AO-A0JB-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H03_697088.nocnv_hg18.seg.txt	TCGA-AO-A0JB-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H03_697088.nocnv_hg19.seg.txt	TCGA-AO-A0JB-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H04_697174.hg18.seg.txt	TCGA-BH-A0C0-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H04_697174.hg19.seg.txt	TCGA-BH-A0C0-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H04_697174.nocnv_hg18.seg.txt	TCGA-BH-A0C0-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H04_697174.nocnv_hg19.seg.txt	TCGA-BH-A0C0-01A-21D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H07_697072.hg18.seg.txt	TCGA-A7-A0D9-01A-31D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H07_697072.hg19.seg.txt	TCGA-A7-A0D9-01A-31D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H07_697072.nocnv_hg18.seg.txt	TCGA-A7-A0D9-01A-31D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H07_697072.nocnv_hg19.seg.txt	TCGA-A7-A0D9-01A-31D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H10_697068.hg18.seg.txt	TCGA-BH-A0GZ-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H10_697068.hg19.seg.txt	TCGA-BH-A0GZ-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H10_697068.nocnv_hg18.seg.txt	TCGA-BH-A0GZ-01A-11D-A059-01
BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_H10_697068.nocnv_hg19.seg.txt	TCGA-BH-A0GZ-01A-11D-A059-01
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_A01_667050.hg18.seg.txt	TCGA-AN-A041-01A-11D-A036-01
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_A01_667050.hg19.seg.txt	TCGA-AN-A041-01A-11D-A036-01
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_A01_667050.nocnv_hg18.seg.txt	TCGA-AN-A041-01A-11D-A036-01
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_A01_667050.nocnv_hg19.seg.txt	TCGA-AN-A041-01A-11D-A036-01
BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_A05_666878.hg18.seg.txt	TCGA-A8-A0A2-01A-11D-A036-01
